director,genre,id,popularity,budget,revenue,original_title,release_date,budget_adj,revenue_adj,release_year,release_month,release_day_of_week,leading_actor,profit_adj,ROI_adj
Sydney Pollack,Drama,606,1.168819,31000000,128499205,Out of Africa,1985-12-10,62842147.620259106,260489226.119223,1985,12,1,Meryl Streep,197647078.4989639,3.145135645161278
Sylvester Stallone,Drama,1374,1.1499540000000001,31000000,300473716,Rocky IV,1985-11-21,62842147.620259106,609110116.673542,1985,11,3,Sylvester Stallone,546267969.053283,8.69270051612903
Ted Berman,Animation,10957,1.034373,25000000,21288692,The Black Cauldron,1985-07-24,50679151.306660496,43155713.7195557,1985,7,2,Grant Bardsley,-7523437.587104797,-0.1484523200000003
Richard Rich,Animation,10957,1.034373,25000000,21288692,The Black Cauldron,1985-07-24,50679151.306660496,43155713.7195557,1985,7,2,Grant Bardsley,-7523437.587104797,-0.1484523200000003
Steven Spielberg,Drama,873,1.012186,15000000,146292009,The Color Purple,1985-12-18,30407490.783996303,296558194.36265403,1985,12,2,Whoopi Goldberg,266150703.57865772,8.752800600000013
Mark L. Lester,Action,10999,0.8984110000000001,10000000,57500000,Commando,1985-10-03,20271660.5226642,116562048.005319,1985,10,3,Arnold Schwarzenegger,96290387.4826548,4.749999999999992
Mark L. Lester,Adventure,10999,0.8984110000000001,10000000,57500000,Commando,1985-10-03,20271660.5226642,116562048.005319,1985,10,3,Arnold Schwarzenegger,96290387.4826548,4.749999999999992
Mark L. Lester,Thriller,10999,0.8984110000000001,10000000,57500000,Commando,1985-10-03,20271660.5226642,116562048.005319,1985,10,3,Arnold Schwarzenegger,96290387.4826548,4.749999999999992
J. Lee Thompson,Action,9838,0.887605,12500000,238227,King Solomon's Mines,1985-03-20,25339575.6533302,482925.687133273,1985,3,2,Richard Chamberlain,-24856649.96619693,-0.98094184
J. Lee Thompson,Adventure,9838,0.887605,12500000,238227,King Solomon's Mines,1985-03-20,25339575.6533302,482925.687133273,1985,3,2,Richard Chamberlain,-24856649.96619693,-0.98094184
J. Lee Thompson,Comedy,9838,0.887605,12500000,238227,King Solomon's Mines,1985-03-20,25339575.6533302,482925.687133273,1985,3,2,Richard Chamberlain,-24856649.96619693,-0.98094184
Dan O'Bannon,Comedy,10925,0.8766360000000001,4000000,14237000,The Return of the Living Dead,1985-05-15,8108664.20906569,28860763.086117,1985,5,2,Clu Gulager,20752098.87705131,2.559249999999993
Dan O'Bannon,Horror,10925,0.8766360000000001,4000000,14237000,The Return of the Living Dead,1985-05-15,8108664.20906569,28860763.086117,1985,5,2,Clu Gulager,20752098.87705131,2.559249999999993
Peter Weir,Crime,9281,0.873551,12000000,68706993,Witness,1985-02-08,24325992.627197,139280483.76290601,1985,2,4,Harrison Ford,114954491.13570902,4.725582749999988
Peter Weir,Drama,9281,0.873551,12000000,68706993,Witness,1985-02-08,24325992.627197,139280483.76290601,1985,2,4,Harrison Ford,114954491.13570902,4.725582749999988
Peter Weir,Romance,9281,0.873551,12000000,68706993,Witness,1985-02-08,24325992.627197,139280483.76290601,1985,2,4,Harrison Ford,114954491.13570902,4.725582749999988
Peter Weir,Thriller,9281,0.873551,12000000,68706993,Witness,1985-02-08,24325992.627197,139280483.76290601,1985,2,4,Harrison Ford,114954491.13570902,4.725582749999988
Tom Holland,Horror,11797,0.717479,9000000,24922237,Fright Night,1985-08-02,18244494.4703978,50521512.792938106,1985,8,4,Chris Sarandon,32277018.322540306,1.7691374444444414
Tom Holland,Thriller,11797,0.717479,9000000,24922237,Fright Night,1985-08-02,18244494.4703978,50521512.792938106,1985,8,4,Chris Sarandon,32277018.322540306,1.7691374444444414
Tom Holland,Comedy,11797,0.717479,9000000,24922237,Fright Night,1985-08-02,18244494.4703978,50521512.792938106,1985,8,4,Chris Sarandon,32277018.322540306,1.7691374444444414
Richard Fleischer,Adventure,9626,0.7047800000000001,17900000,6948633,Red Sonja,1985-04-09,36286272.3355689,14086032.927258098,1985,4,1,Arnold Schwarzenegger,-22200239.4083108,-0.6118082122905046
Richard Fleischer,Fantasy,9626,0.7047800000000001,17900000,6948633,Red Sonja,1985-04-09,36286272.3355689,14086032.927258098,1985,4,1,Arnold Schwarzenegger,-22200239.4083108,-0.6118082122905046
Richard Fleischer,Action,9626,0.7047800000000001,17900000,6948633,Red Sonja,1985-04-09,36286272.3355689,14086032.927258098,1985,4,1,Arnold Schwarzenegger,-22200239.4083108,-0.6118082122905046
George A. Romero,Horror,8408,0.689416,3500000,34000000,Day of the Dead,1985-07-19,7095081.18293247,68923645.7770583,1985,7,4,Lori Cardille,61828564.59412584,8.714285714285719
George A. Romero,Science Fiction,8408,0.689416,3500000,34000000,Day of the Dead,1985-07-19,7095081.18293247,68923645.7770583,1985,7,4,Lori Cardille,61828564.59412584,8.714285714285719
Jonathan Lynn,Comedy,15196,0.688022,15000000,14643997,Clue: The Movie,1985-12-13,30407490.783996303,29685813.587891303,1985,12,4,Eileen Brennan,-721677.1961049996,-0.023733533333333244
Jonathan Lynn,Thriller,15196,0.688022,15000000,14643997,Clue: The Movie,1985-12-13,30407490.783996303,29685813.587891303,1985,12,4,Eileen Brennan,-721677.1961049996,-0.023733533333333244
Jonathan Lynn,Crime,15196,0.688022,15000000,14643997,Clue: The Movie,1985-12-13,30407490.783996303,29685813.587891303,1985,12,4,Eileen Brennan,-721677.1961049996,-0.023733533333333244
Jonathan Lynn,Mystery,15196,0.688022,15000000,14643997,Clue: The Movie,1985-12-13,30407490.783996303,29685813.587891303,1985,12,4,Eileen Brennan,-721677.1961049996,-0.023733533333333244
Danny Steinmann,Horror,9731,0.662175,2200000,21930418,Friday the 13th: A New Beginning,1985-03-22,4459765.31498612,44456598.8816124,1985,3,4,Melanie Kinnaman,39996833.56662628,8.968371818181819
Danny Steinmann,Thriller,9731,0.662175,2200000,21930418,Friday the 13th: A New Beginning,1985-03-22,4459765.31498612,44456598.8816124,1985,3,4,Melanie Kinnaman,39996833.56662628,8.968371818181819
Jeannot Szwarc,Adventure,13764,0.657238,50000000,23717291,Santa Claus: The Movie,1985-10-29,101358302.61332099,48078887.1669239,1985,10,1,Dudley Moore,-53279415.44639709,-0.5256541799999999
Jeannot Szwarc,Comedy,13764,0.657238,50000000,23717291,Santa Claus: The Movie,1985-10-29,101358302.61332099,48078887.1669239,1985,10,1,Dudley Moore,-53279415.44639709,-0.5256541799999999
Jeannot Szwarc,Fantasy,13764,0.657238,50000000,23717291,Santa Claus: The Movie,1985-10-29,101358302.61332099,48078887.1669239,1985,10,1,Dudley Moore,-53279415.44639709,-0.5256541799999999
Jeannot Szwarc,Science Fiction,13764,0.657238,50000000,23717291,Santa Claus: The Movie,1985-10-29,101358302.61332099,48078887.1669239,1985,10,1,Dudley Moore,-53279415.44639709,-0.5256541799999999
Jeannot Szwarc,Family,13764,0.657238,50000000,23717291,Santa Claus: The Movie,1985-10-29,101358302.61332099,48078887.1669239,1985,10,1,Dudley Moore,-53279415.44639709,-0.5256541799999999
Woody Allen,Fantasy,10849,0.617698,15000000,10631333,The Purple Rose of Cairo,1985-03-01,30407490.783996303,21551477.3479397,1985,3,4,Mia Farrow,-8856013.436056603,-0.29124446666666726
Woody Allen,Comedy,10849,0.617698,15000000,10631333,The Purple Rose of Cairo,1985-03-01,30407490.783996303,21551477.3479397,1985,3,4,Mia Farrow,-8856013.436056603,-0.29124446666666726
Woody Allen,Romance,10849,0.617698,15000000,10631333,The Purple Rose of Cairo,1985-03-01,30407490.783996303,21551477.3479397,1985,3,4,Mia Farrow,-8856013.436056603,-0.29124446666666726
Lewis Teague,Action,10303,0.587272999999999,25000000,96773200,The Jewel of the Nile,1985-12-04,50679151.306660496,196175345.80918798,1985,12,2,Michael Douglas,145496194.50252748,2.8709279999999855
Lewis Teague,Adventure,10303,0.587272999999999,25000000,96773200,The Jewel of the Nile,1985-12-04,50679151.306660496,196175345.80918798,1985,12,2,Michael Douglas,145496194.50252748,2.8709279999999855
Lewis Teague,Comedy,10303,0.587272999999999,25000000,96773200,The Jewel of the Nile,1985-12-04,50679151.306660496,196175345.80918798,1985,12,2,Michael Douglas,145496194.50252748,2.8709279999999855
Lewis Teague,Romance,10303,0.587272999999999,25000000,96773200,The Jewel of the Nile,1985-12-04,50679151.306660496,196175345.80918798,1985,12,2,Michael Douglas,145496194.50252748,2.8709279999999855
Stuart Gordon,Science Fiction,1694,0.536718,900000,2023414,Re-Animator,1985-10-18,1824449.44703978,4101796.17048061,1985,10,4,Jeffrey Combs,2277346.7234408297,1.2482377777777773
Stuart Gordon,Comedy,1694,0.536718,900000,2023414,Re-Animator,1985-10-18,1824449.44703978,4101796.17048061,1985,10,4,Jeffrey Combs,2277346.7234408297,1.2482377777777773
Stuart Gordon,Horror,1694,0.536718,900000,2023414,Re-Animator,1985-10-18,1824449.44703978,4101796.17048061,1985,10,4,Jeffrey Combs,2277346.7234408297,1.2482377777777773
James Komack,Comedy,23919,0.5129,9000000,20518905,Porky's Revenge,1985-03-22,18244494.4703978,41595227.645679705,1985,3,4,Dan Monahan,23350733.175281905,1.2798783333333308
Martin Scorsese,Comedy,10843,0.458359,4500000,10609321,After Hours,1985-09-13,9122247.2351989,21506855.368797198,1985,9,4,Griffin Dunne,12384608.133598298,1.3576268888888832
Martin Scorsese,Thriller,10843,0.458359,4500000,10609321,After Hours,1985-09-13,9122247.2351989,21506855.368797198,1985,9,4,Griffin Dunne,12384608.133598298,1.3576268888888832
Martin Scorsese,Drama,10843,0.458359,4500000,10609321,After Hours,1985-09-13,9122247.2351989,21506855.368797198,1985,9,4,Griffin Dunne,12384608.133598298,1.3576268888888832
Tim Burton,Adventure,5683,0.427104,6000000,40940662,Pee-wee's Big Adventure,1985-07-26,12162996.3135985,82993520.1637139,1985,7,4,Paul Reubens,70830523.8501154,5.823443666666683
Tim Burton,Comedy,5683,0.427104,6000000,40940662,Pee-wee's Big Adventure,1985-07-26,12162996.3135985,82993520.1637139,1985,7,4,Paul Reubens,70830523.8501154,5.823443666666683
Tim Burton,Family,5683,0.427104,6000000,40940662,Pee-wee's Big Adventure,1985-07-26,12162996.3135985,82993520.1637139,1985,7,4,Paul Reubens,70830523.8501154,5.823443666666683
Walter Hill,Comedy,11064,0.38403699999999996,20000000,45833132,Brewster's Millions,1985-05-22,40543321.0453284,92911369.2594458,1985,5,2,Richard Pryor,52368048.2141174,1.2916566000000018
Susan Seidelman,Drama,8130,0.28084699999999996,5000000,27400000,Desperately Seeking Susan,1985-03-29,10135830.2613321,55544349.8320999,1985,3,4,Madonna,45408519.5707678,4.479999999999999
Susan Seidelman,Action,8130,0.28084699999999996,5000000,27400000,Desperately Seeking Susan,1985-03-29,10135830.2613321,55544349.8320999,1985,3,4,Madonna,45408519.5707678,4.479999999999999
Susan Seidelman,Comedy,8130,0.28084699999999996,5000000,27400000,Desperately Seeking Susan,1985-03-29,10135830.2613321,55544349.8320999,1985,3,4,Madonna,45408519.5707678,4.479999999999999
Susan Seidelman,Romance,8130,0.28084699999999996,5000000,27400000,Desperately Seeking Susan,1985-03-29,10135830.2613321,55544349.8320999,1985,3,4,Madonna,45408519.5707678,4.479999999999999
Andrei Konchalovsky,Action,11893,0.252673999999999,9000000,7936012,Runaway Train,1985-11-15,18244494.4703978,16087614.1167789,1985,11,4,Jon Voight,-2156880.3536188994,-0.1182208888888918
Andrei Konchalovsky,Thriller,11893,0.252673999999999,9000000,7936012,Runaway Train,1985-11-15,18244494.4703978,16087614.1167789,1985,11,4,Jon Voight,-2156880.3536188994,-0.1182208888888918
Walter Murch,Adventure,13155,0.229931,25000000,11137801,Return to Oz,1985-06-21,50679151.306660496,22578172.084099,1985,6,4,Fairuza Balk,-28100979.222561497,-0.5544879599999997
Walter Murch,Fantasy,13155,0.229931,25000000,11137801,Return to Oz,1985-06-21,50679151.306660496,22578172.084099,1985,6,4,Fairuza Balk,-28100979.222561497,-0.5544879599999997
Walter Murch,Science Fiction,13155,0.229931,25000000,11137801,Return to Oz,1985-06-21,50679151.306660496,22578172.084099,1985,6,4,Fairuza Balk,-28100979.222561497,-0.5544879599999997
Walter Murch,Family,13155,0.229931,25000000,11137801,Return to Oz,1985-06-21,50679151.306660496,22578172.084099,1985,6,4,Fairuza Balk,-28100979.222561497,-0.5544879599999997
Paul Schrader,Drama,27064,0.214009,5000000,502758,Mishima: A Life in Four Chapters,1985-05-15,10135830.2613321,1019173.95010536,1985,5,2,Ken Ogata,-9116656.31122674,-0.8994484000000001
Howard Storm,Horror,19064,0.208914,3200000,10000000,Once Bitten,1985-11-15,6486931.36725255,20271660.5226642,1985,11,4,Jim Carrey,13784729.15541165,2.124999999999997
Howard Storm,Comedy,19064,0.208914,3200000,10000000,Once Bitten,1985-11-15,6486931.36725255,20271660.5226642,1985,11,4,Jim Carrey,13784729.15541165,2.124999999999997
Howard Storm,Romance,19064,0.208914,3200000,10000000,Once Bitten,1985-11-15,6486931.36725255,20271660.5226642,1985,11,4,Jim Carrey,13784729.15541165,2.124999999999997
Michael Schultz,Action,13938,0.592905,10000000,25754284,The Last Dragon,1985-03-22,20271660.5226642,52208210.225228205,1985,3,4,Taimak,31936549.702564005,1.575428399999999
Michael Schultz,Adventure,13938,0.592905,10000000,25754284,The Last Dragon,1985-03-22,20271660.5226642,52208210.225228205,1985,3,4,Taimak,31936549.702564005,1.575428399999999
Michael Schultz,Comedy,13938,0.592905,10000000,25754284,The Last Dragon,1985-03-22,20271660.5226642,52208210.225228205,1985,3,4,Taimak,31936549.702564005,1.575428399999999
Michael Schultz,Drama,13938,0.592905,10000000,25754284,The Last Dragon,1985-03-22,20271660.5226642,52208210.225228205,1985,3,4,Taimak,31936549.702564005,1.575428399999999
Joe Dante,Adventure,9872,0.150168,25000000,9873044,Explorers,1985-07-12,50679151.306660496,20014299.629332602,1985,7,4,Ethan Hawke,-30664851.677327894,-0.6050782400000012
Joe Dante,Family,9872,0.150168,25000000,9873044,Explorers,1985-07-12,50679151.306660496,20014299.629332602,1985,7,4,Ethan Hawke,-30664851.677327894,-0.6050782400000012
Joe Dante,Fantasy,9872,0.150168,25000000,9873044,Explorers,1985-07-12,50679151.306660496,20014299.629332602,1985,7,4,Ethan Hawke,-30664851.677327894,-0.6050782400000012
Joe Dante,Romance,9872,0.150168,25000000,9873044,Explorers,1985-07-12,50679151.306660496,20014299.629332602,1985,7,4,Ethan Hawke,-30664851.677327894,-0.6050782400000012
Joe Dante,Science Fiction,9872,0.150168,25000000,9873044,Explorers,1985-07-12,50679151.306660496,20014299.629332602,1985,7,4,Ethan Hawke,-30664851.677327894,-0.6050782400000012
James Bridges,Drama,49370,0.135989,19000000,12918858,Perfect,1985-06-07,38516154.993062,26188670.3716504,1985,6,4,John Travolta,-12327484.621411595,-0.32006010526315964
James Bridges,Romance,49370,0.135989,19000000,12918858,Perfect,1985-06-07,38516154.993062,26188670.3716504,1985,6,4,John Travolta,-12327484.621411595,-0.32006010526315964
John Landis,Comedy,11338,0.132713,114,6700000,Into the Night,1985-02-15,231.09692995837202,13582012.550185,1985,2,4,Jeff Goldblum,13581781.453255042,58770.92982456131
John Landis,Drama,11338,0.132713,114,6700000,Into the Night,1985-02-15,231.09692995837202,13582012.550185,1985,2,4,Jeff Goldblum,13581781.453255042,58770.92982456131
John Landis,Thriller,11338,0.132713,114,6700000,Into the Night,1985-02-15,231.09692995837202,13582012.550185,1985,2,4,Jeff Goldblum,13581781.453255042,58770.92982456131
Stephen Frears,Drama,11240,0.112015,860000,2451545,My Beautiful Laundrette,1985-09-07,1743362.80494912,4969688.79960348,1985,9,5,Gordon Warnecke,3226325.99465436,1.8506337209302344
Lance Hool,Action,12764,0.215817,2410000,10755447,Missing in Action 2: The Beginning,1985-03-01,4885470.18596207,21803077.0353507,1985,3,4,Chuck Norris,16917606.84938863,3.4628410788381743
Lance Hool,Adventure,12764,0.215817,2410000,10755447,Missing in Action 2: The Beginning,1985-03-01,4885470.18596207,21803077.0353507,1985,3,4,Chuck Norris,16917606.84938863,3.4628410788381743
Lance Hool,War,12764,0.215817,2410000,10755447,Missing in Action 2: The Beginning,1985-03-01,4885470.18596207,21803077.0353507,1985,3,4,Chuck Norris,16917606.84938863,3.4628410788381743
Mike Newell,Adventure,674,5.939927,150000000,895921036,Harry Potter and the Goblet of Fire,2005-11-05,167484493.448174,1000352539.2268199,2005,11,5,Daniel Radcliffe,832868045.7786459,4.972806906666656
Mike Newell,Fantasy,674,5.939927,150000000,895921036,Harry Potter and the Goblet of Fire,2005-11-05,167484493.448174,1000352539.2268199,2005,11,5,Daniel Radcliffe,832868045.7786459,4.972806906666656
Mike Newell,Family,674,5.939927,150000000,895921036,Harry Potter and the Goblet of Fire,2005-11-05,167484493.448174,1000352539.2268199,2005,11,5,Daniel Radcliffe,832868045.7786459,4.972806906666656
Christopher Nolan,Action,272,5.400826,150000000,374218673,Batman Begins,2005-06-14,167484493.448174,417838832.575019,2005,6,1,Christian Bale,250354339.126845,1.4947911533333327
Christopher Nolan,Crime,272,5.400826,150000000,374218673,Batman Begins,2005-06-14,167484493.448174,417838832.575019,2005,6,1,Christian Bale,250354339.126845,1.4947911533333327
Christopher Nolan,Drama,272,5.400826,150000000,374218673,Batman Begins,2005-06-14,167484493.448174,417838832.575019,2005,6,1,Christian Bale,250354339.126845,1.4947911533333327
Andrew Adamson,Adventure,411,3.6287260000000003,180000000,748806957,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07,200981392.137808,836090359.224091,2005,12,2,William Moseley,635108967.0862831,3.1600386500000184
Andrew Adamson,Family,411,3.6287260000000003,180000000,748806957,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07,200981392.137808,836090359.224091,2005,12,2,William Moseley,635108967.0862831,3.1600386500000184
Andrew Adamson,Fantasy,411,3.6287260000000003,180000000,748806957,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07,200981392.137808,836090359.224091,2005,12,2,William Moseley,635108967.0862831,3.1600386500000184
James McTeigue,Action,752,3.6171059999999997,54000000,132511035,V for Vendetta,2005-12-11,60294417.6413426,147956957.155121,2005,12,6,Natalie Portman,87662539.51377839,1.4539080555555453
James McTeigue,Thriller,752,3.6171059999999997,54000000,132511035,V for Vendetta,2005-12-11,60294417.6413426,147956957.155121,2005,12,6,Natalie Portman,87662539.51377839,1.4539080555555453
James McTeigue,Fantasy,752,3.6171059999999997,54000000,132511035,V for Vendetta,2005-12-11,60294417.6413426,147956957.155121,2005,12,6,Natalie Portman,87662539.51377839,1.4539080555555453
Robert Rodriguez,Action,187,3.520836,40000000,158733820,Sin City,2005-03-31,44662531.5861797,177236356.238624,2005,3,3,Jessica Alba,132573824.6524443,2.968345499999998
Robert Rodriguez,Thriller,187,3.520836,40000000,158733820,Sin City,2005-03-31,44662531.5861797,177236356.238624,2005,3,3,Jessica Alba,132573824.6524443,2.968345499999998
Robert Rodriguez,Crime,187,3.520836,40000000,158733820,Sin City,2005-03-31,44662531.5861797,177236356.238624,2005,3,3,Jessica Alba,132573824.6524443,2.968345499999998
Frank Miller,Action,187,3.520836,40000000,158733820,Sin City,2005-03-31,44662531.5861797,177236356.238624,2005,3,3,Jessica Alba,132573824.6524443,2.968345499999998
Frank Miller,Thriller,187,3.520836,40000000,158733820,Sin City,2005-03-31,44662531.5861797,177236356.238624,2005,3,3,Jessica Alba,132573824.6524443,2.968345499999998
Frank Miller,Crime,187,3.520836,40000000,158733820,Sin City,2005-03-31,44662531.5861797,177236356.238624,2005,3,3,Jessica Alba,132573824.6524443,2.968345499999998
Quentin Tarantino,Action,187,3.520836,40000000,158733820,Sin City,2005-03-31,44662531.5861797,177236356.238624,2005,3,3,Jessica Alba,132573824.6524443,2.968345499999998
Quentin Tarantino,Thriller,187,3.520836,40000000,158733820,Sin City,2005-03-31,44662531.5861797,177236356.238624,2005,3,3,Jessica Alba,132573824.6524443,2.968345499999998
Quentin Tarantino,Crime,187,3.520836,40000000,158733820,Sin City,2005-03-31,44662531.5861797,177236356.238624,2005,3,3,Jessica Alba,132573824.6524443,2.968345499999998
Tim Burton,Adventure,118,3.508379,150000000,474968763,Charlie and the Chocolate Factory,2005-07-09,167484493.448174,530332684.498405,2005,7,5,Johnny Depp,362848191.050231,2.1664584199999974
Tim Burton,Comedy,118,3.508379,150000000,474968763,Charlie and the Chocolate Factory,2005-07-09,167484493.448174,530332684.498405,2005,7,5,Johnny Depp,362848191.050231,2.1664584199999974
Tim Burton,Family,118,3.508379,150000000,474968763,Charlie and the Chocolate Factory,2005-07-09,167484493.448174,530332684.498405,2005,7,5,Johnny Depp,362848191.050231,2.1664584199999974
Tim Burton,Fantasy,118,3.508379,150000000,474968763,Charlie and the Chocolate Factory,2005-07-09,167484493.448174,530332684.498405,2005,7,5,Johnny Depp,362848191.050231,2.1664584199999974
George Lucas,Science Fiction,1895,3.4575370000000003,113000000,850000000,Star Wars: Episode III - Revenge of the Sith,2005-05-17,126171651.730957,949078796.206319,2005,5,1,Ewan McGregor,822907144.475362,6.522123893805351
George Lucas,Adventure,1895,3.4575370000000003,113000000,850000000,Star Wars: Episode III - Revenge of the Sith,2005-05-17,126171651.730957,949078796.206319,2005,5,1,Ewan McGregor,822907144.475362,6.522123893805351
George Lucas,Action,1895,3.4575370000000003,113000000,850000000,Star Wars: Episode III - Revenge of the Sith,2005-05-17,126171651.730957,949078796.206319,2005,5,1,Ewan McGregor,822907144.475362,6.522123893805351
Garth Jennings,Adventure,7453,3.087036,50000000,104478416,The Hitchhiker's Guide to the Galaxy,2005-01-15,55828164.482724704,116656763.86685,2005,1,5,Martin Freeman,60828599.3841253,1.089568319999987
Garth Jennings,Comedy,7453,3.087036,50000000,104478416,The Hitchhiker's Guide to the Galaxy,2005-01-15,55828164.482724704,116656763.86685,2005,1,5,Martin Freeman,60828599.3841253,1.089568319999987
Garth Jennings,Family,7453,3.087036,50000000,104478416,The Hitchhiker's Guide to the Galaxy,2005-01-15,55828164.482724704,116656763.86685,2005,1,5,Martin Freeman,60828599.3841253,1.089568319999987
Garth Jennings,Science Fiction,7453,3.087036,50000000,104478416,The Hitchhiker's Guide to the Galaxy,2005-01-15,55828164.482724704,116656763.86685,2005,1,5,Martin Freeman,60828599.3841253,1.089568319999987
Michael Bay,Action,1635,2.6233459999999997,126000000,162949164,The Island,2005-07-20,140686974.49646598,181943054.602289,2005,7,2,Ewan McGregor,41256080.10582301,0.2932473333333311
Michael Bay,Thriller,1635,2.6233459999999997,126000000,162949164,The Island,2005-07-20,140686974.49646598,181943054.602289,2005,7,2,Ewan McGregor,41256080.10582301,0.2932473333333311
Michael Bay,Science Fiction,1635,2.6233459999999997,126000000,162949164,The Island,2005-07-20,140686974.49646598,181943054.602289,2005,7,2,Ewan McGregor,41256080.10582301,0.2932473333333311
Michael Bay,Adventure,1635,2.6233459999999997,126000000,162949164,The Island,2005-07-20,140686974.49646598,181943054.602289,2005,7,2,Ewan McGregor,41256080.10582301,0.2932473333333311
Eric Darnell,Family,953,2.444998,75000000,532680671,Madagascar,2005-05-25,83742246.724087,594771682.347123,2005,5,2,Ben Stiller,511029435.623036,6.102408946666668
Eric Darnell,Animation,953,2.444998,75000000,532680671,Madagascar,2005-05-25,83742246.724087,594771682.347123,2005,5,2,Ben Stiller,511029435.623036,6.102408946666668
Tom McGrath,Family,953,2.444998,75000000,532680671,Madagascar,2005-05-25,83742246.724087,594771682.347123,2005,5,2,Ben Stiller,511029435.623036,6.102408946666668
Tom McGrath,Animation,953,2.444998,75000000,532680671,Madagascar,2005-05-25,83742246.724087,594771682.347123,2005,5,2,Ben Stiller,511029435.623036,6.102408946666668
Tim Story,Action,9738,2.368513,100000000,330579719,Fantastic Four,2005-07-07,111656328.965449,369113178.539698,2005,7,3,Ioan Gruffudd,257456849.574249,2.3057971900000096
Tim Story,Adventure,9738,2.368513,100000000,330579719,Fantastic Four,2005-07-07,111656328.965449,369113178.539698,2005,7,3,Ioan Gruffudd,257456849.574249,2.3057971900000096
Tim Story,Fantasy,9738,2.368513,100000000,330579719,Fantastic Four,2005-07-07,111656328.965449,369113178.539698,2005,7,3,Ioan Gruffudd,257456849.574249,2.3057971900000096
Tim Story,Science Fiction,9738,2.368513,100000000,330579719,Fantastic Four,2005-07-07,111656328.965449,369113178.539698,2005,7,3,Ioan Gruffudd,257456849.574249,2.3057971900000096
Francis Lawrence,Drama,561,2.26533,100000000,230427240,Constantine,2005-02-15,111656328.965449,257286597.120405,2005,2,1,Keanu Reeves,145630268.15495598,1.3042724000000026
Francis Lawrence,Fantasy,561,2.26533,100000000,230427240,Constantine,2005-02-15,111656328.965449,257286597.120405,2005,2,1,Keanu Reeves,145630268.15495598,1.3042724000000026
Francis Lawrence,Horror,561,2.26533,100000000,230427240,Constantine,2005-02-15,111656328.965449,257286597.120405,2005,2,1,Keanu Reeves,145630268.15495598,1.3042724000000026
David Dobkin,Comedy,9522,2.248624,40000000,285176741,Wedding Crashers,2005-07-14,44662531.5861797,318417880.06390697,2005,7,3,Owen Wilson,273755348.4777273,6.129418524999995
David Dobkin,Romance,9522,2.248624,40000000,285176741,Wedding Crashers,2005-07-14,44662531.5861797,318417880.06390697,2005,7,3,Owen Wilson,273755348.4777273,6.129418524999995
Karyn Kusama,Action,8202,2.220063,62000000,52304001,̠on Flux,2005-11-30,69226923.9585786,58400727.4186519,2005,11,2,Charlize Theron,-10826196.5399267,-0.15638708064516157
Karyn Kusama,Science Fiction,8202,2.220063,62000000,52304001,̠on Flux,2005-11-30,69226923.9585786,58400727.4186519,2005,11,2,Charlize Theron,-10826196.5399267,-0.15638708064516157
Adam Shankman,Action,10022,2.07205,56000000,113006880,The Pacifier,2005-03-04,62527544.2206516,126179333.68639,2005,3,4,Vin Diesel,63651789.4657384,1.017979999999992
Adam Shankman,Comedy,10022,2.07205,56000000,113006880,The Pacifier,2005-03-04,62527544.2206516,126179333.68639,2005,3,4,Vin Diesel,63651789.4657384,1.017979999999992
Adam Shankman,Drama,10022,2.07205,56000000,113006880,The Pacifier,2005-03-04,62527544.2206516,126179333.68639,2005,3,4,Vin Diesel,63651789.4657384,1.017979999999992
Adam Shankman,Family,10022,2.07205,56000000,113006880,The Pacifier,2005-03-04,62527544.2206516,126179333.68639,2005,3,4,Vin Diesel,63651789.4657384,1.017979999999992
Adam Shankman,Thriller,10022,2.07205,56000000,113006880,The Pacifier,2005-03-04,62527544.2206516,126179333.68639,2005,3,4,Vin Diesel,63651789.4657384,1.017979999999992
Steven Spielberg,Adventure,74,1.8447310000000001,132000000,591739379,War of the Worlds,2005-06-28,147386354.234393,660714467.634347,2005,6,1,Tom Cruise,513328113.39995396,3.4828740833333365
Steven Spielberg,Thriller,74,1.8447310000000001,132000000,591739379,War of the Worlds,2005-06-28,147386354.234393,660714467.634347,2005,6,1,Tom Cruise,513328113.39995396,3.4828740833333365
Steven Spielberg,Science Fiction,74,1.8447310000000001,132000000,591739379,War of the Worlds,2005-06-28,147386354.234393,660714467.634347,2005,6,1,Tom Cruise,513328113.39995396,3.4828740833333365
Rob Marshall,Drama,1904,1.8131279999999999,85000000,162242962,Memoirs of a Geisha,2005-12-06,94907879.6206319,181154535.374009,2005,12,1,Zhang Ziyi,86246655.75337711,0.9087407294117659
Rob Marshall,History,1904,1.8131279999999999,85000000,162242962,Memoirs of a Geisha,2005-12-06,94907879.6206319,181154535.374009,2005,12,1,Zhang Ziyi,86246655.75337711,0.9087407294117659
Rob Marshall,Romance,1904,1.8131279999999999,85000000,162242962,Memoirs of a Geisha,2005-12-06,94907879.6206319,181154535.374009,2005,12,1,Zhang Ziyi,86246655.75337711,0.9087407294117659
Judd Apatow,Comedy,6957,1.78595,26000000,109449237,The 40 Year Old Virgin,2005-08-11,29030645.531016804,122207000.11489399,2005,8,3,Steve Carell,93176354.58387718,3.209586038461531
